season,episode,character,line
S10,E15,Joey," What? No, no, no! No, no... no... no, no... No, too much is changing, okay? First, Phoebe getting married (to Phoebe) Congratulations! (pointing to Monica and Chandler)... and then these two move into a"
S10,E15,Monica," Hey, this afternoon you said you'd be supportive..."
S10,E15,Joey," Well, it comes and goes. I wouldn't trust it."
S10,E15,Rachel," Look, you guys... this is really, really important to me. And it means a lot if you could try to get on board."
S10,E15,Phoebe," Of course we can. Congratulations. (they hug, but Joey shakes his head.) Yay! (she gestures Joey to come and join in) Joey..."
S10,E15,Joey," No, no, no. My hugs are reserved for people STAYING IN AMERICA."
S10,E15,Rachel," (walking towards Joey) Joey, it would mean so..."
S10,E15,Joey," Hey! No! Get your France-going-arms away from me. (He walks out, and Rachel follows him)"
S10,E15,Rachel, Joey...
S10,E15,Phoebe, You okay with this?
S10,E15,Chandler," Well, it makes me feel sad, but..."
S10,E15,Phoebe, Talking to Ross.
S10,E15,Chandler, I see.
S10,E15,Ross," Well, Rachel moving to another country? Not being able to see her every day. How can I be okay with this?"
S10,E15,Monica," I know, but what are we gonna do? She really needs this job."
S10,E15,Ross," Do you think if the Ralph Lauren people offered her her old job back, she would take it?"
S10,E15,Monica, How is that gonna happen?
S10,E15,Chandler, Is this the best way to use one of your three magic wishes?
S10,E15,Ross, I don't know. I could talk to her boss. Yeah! I met him at that Christmas party. We really hit it off.
S10,E15,Monica, You mean the guy who kept calling you Ron?
S10,E15,Ross, I didn't say we were brothers.
S10,E15,Monica," Hey Phoebe. Hey, tell me what you think. All right. The house next door to the one that we're buying in Westchester? Just went on the market. I wanna take a look at it, but Chandler doesn't."
S10,E15,Chandler," We close escrow tomorrow, so seeing another house can only confuse us, and we're easily confused. We're not very bright."
S10,E15,Monica, But what if it is better than ours? Should we at least look?
S10,E15,Chandler, What do you think Pheebs?
S10,E15,Phoebe," Well, I think that shirt makes you look like you should work at a Baskin Robbins... Anyway... Hey, isn't Joey's agent Estelle Leonard?"
S10,E15,Chandler, Yeah.
S10,E15,Phoebe, She died.
S10,E15,Chandler, You're kidding!
S10,E15,Monica, That's terrible!
S10,E15,Phoebe," Yeah, last Saturday. Wow! She was the first black man to fly solo across the Atlantic. (Chandler and Monica look puzzled) Oh, wait a minute, I read the wrong one."
S10,E15,Chandler, Oh yeah?
S10,E15,Phoebe," Yeah, she was just an agent."
S10,E15,Monica, Joey's gonna be *so* upset.
S10,E15,Chandler, I know. *He* always wanted to be the first black man to cross the Atlantic.
S10,E15,Phoebe," Well, we cannot tell Joey about this. He's already flipping out about everything that's changing. This will push him over the edge."
S10,E15,Monica," Seriously, you don't think we should tell him?"
S10,E15,Phoebe," Well, not for a little while. Let's just give him a few days to get used to everything else."
S10,E15,Monica, What if he reads it in the paper?
S10,E15,Chandler," Unless Snoopy says it to Charlie Brown, I think we're okay."
S10,E15,Ross," Yeah, I'm a friend of Rachel Green's. Uhm, actually we met at the Christmas party about two years ago."
S10,E15,Ross, Close. Ron. (shakes hands)
S10,E15,Ross," Uhm, well... I'm here to see if you'll give Rachel her job back."
S10,E15,Ross," Oh, no. At first I have to get you to agree. Then we'll see if she wants to come back."
S10,E15,Ross," Look, she loved her job here. And let's face it: you're not gonna find anyone who did it as well as she did it. Isn't that true?"
S10,E15,Ross," (surprised) Huh, I took a shot there."
S10,E15,Ross, I see... Thanks very much. (he gets up and walks to the door. On his way out he looks at the photographs Mr Zelner has near his door. He picks one up.) Is this your son?
S10,E15,Ross," Oh, nothing, it’s just, it’s close to Ron. Does he.. Does little Ross like dinosaurs by any chance?"
S10,E15,Ross," How would he like to come with me to the Museum of Natural History after everyone else has left, just the two of us, and he can touch anything he wants. (Mr. Zellner looks shocked). I just heard it as y"
S10,E15,Ross," You let Rachel come back, and it’s done."
S10,E15,Ross," Yeah! Yes! Thank you! This is great. Thank you so much. And I swear, your kid is going to have the time of his life."
S10,E15,Ross, He’ll be fine.
S10,E15,Joey, Hey Phoebe.
S10,E15,Phoebe, Hey. Everything ok?
S10,E15,Joey, I’m just mad at my agent.
S10,E15,Phoebe, Estelle? Why?
S10,E15,Joey, There’s a part in a TV movie that I would be perfect for and I didn’t even be put up for it! She’d better have a good reason.
S10,E15,Phoebe, I’m guessing she does.
S10,E15,Joey," Well (taking his cell phone out of a pocket) I’m wanna hear it, because she keeps doing this."
S10,E15,Phoebe," Well, no, no, wait, wait, wait. All right, I gotta go. Just listen. Promise me, that you will wait a minute before you call her."
S10,E15,Joey, Ok. Why?
S10,E15,Phoebe, Because a promise between friends means never having to give a reason. (she leaves)
S10,E15,Joey, I love that saying!
S10,E15,Joey, Hello?
S10,E15,Joey, I was just gonna call you! That’s weird.
S10,E15,Estelle,"Phoebe- It’s a little coincidental, but believable. (Joey nods in agreement). Listen, I’m sure you’re wondering why I didn’t get you an audition for that TV movie."
S10,E15,Joey," Yeah, actually I am!"
S10,E15,Estelle,Phoebe- I guess I dropped the ball there. Whoopsie!
S10,E15,Joey," That’s it? You know, it seems all you do lately is drop the ball."
S10,E15,Estelle,"Phoebe- Don’t take that tone with me. Who you think you are? Alan Lemond, the first black man to fly solo across the Atlantic?"
S10,E15,Joey," No, no, look. All I’m saying is that you’re my agent, ok? And you’re not getting me into any auditions and I’m tired of it."
S10,E15,Estelle,Phoebe- What are you saying?
S10,E15,Joey," I’m saying that… (pause). This isn't working for me anymore, ok? Estelle, you’re fired. Goodbye. (he hangs up the phone)."
S10,E15,Phoebe," Man, tough week for Estelle!"
S10,E15,Ross, Hi.
S10,E15,Rachel, Hi.
S10,E15,Ross, Emma left her stuffed t-rex at my house. You know she can’t sleep without it.
S10,E15,Rachel," Oh, well, she’s asleep now. Stop forcing that thing on her."
S10,E15,Ross, Ok.
S10,E15,Rachel," Oh, you’re not gonna believe what happened to me today! Ralph Lauren called, and gave me my job back!"
S10,E15,Ross, Nooo!
S10,E15,Rachel," Yee. I mean, it was so weirdest thing. They fired me and then out of nowhere they just hire me back! I mean, that place must have been falling apart without me."
S10,E15,Ross," So, you’re not going to Paris."
S10,E15,Rachel," No, I’m still going."
S10,E15,Ross, Wh… wh…what?
S10,E15,Rachel," When the Louis Vuitton people found out that Ralph Lauren wanted me back, the offered me more money! Isn’t that great?"
S10,E15,Ross, Yeeeah! (They high-five)
S10,E15,Monica," Hi. We’re buying the house next door, and we were wondering if we could just take a look around."
S10,E15,Monica, Thanks.
S10,E15,Chandler," It feels like we’re cheating on our house. And if we’re gonna cheat, shouldn’t it be with like a hot, younger house, that does stuff that our house won’t do?"
S10,E15,Monica," Ours is so much better! This living room is smaller, the dining room looks like a cave! What a hole!"
S10,E15,Monica, Love it!
S10,E15,Monica," They could be our neighbors, what are they like?"
S10,E15,Janice, Oh my God!
S10,E15,Phoebe," Hey Joey, want come with me to… are you ok?"
S10,E15,Joey," Yeah, I just… I just feel bad about firing Estelle. This is got to be killing her."
S10,E15,Phoebe," No, that wouldn’t kill her. Ordinary embolism might."
S10,E15,Joey," I don’t know. She’s got to be taking it hard, I was like her only client. Except for this guy who eats paper. And I’m guessing he eats more money than he makes. Look, I know she’s not a great agent, but"
S10,E15,Phoebe," No, no, no! Don't call her! You wait for her to call you (Joey considers it)"
S10,E15,Joey, Why?
S10,E15,Phoebe, Because patience is the road to understanding (she thinks) which ... is the key... to a happy heart.
S10,E15,Joey, (impressed) You blow me away.
S10,E15,Phoebe," (picking up her bag) All right, so promise you're gonna wait for her to call you?"
S10,E15,Joey," I promise. And that means, never having to give a reason. (Phoebe stops herself from laughing and leaves)"
S10,E15,Janice, What a small world!
S10,E15,Chandler, And yet I never run into Beyonce!
S10,E15,Janice," Oh, we go way back. Before Monica made an honest man out of him, Chandler used to be my little love muffin! (does her irritating laugh). So? Are you guys thinking of getting this house too? Ooh! Are w"
S10,E15,Chandler," (at Janice's punching) Don't, don't! (looks disgusted)"
S10,E15,Monica," No, actually, we're buying the house next door. (Janice gasps)"
S10,E15,Chandler, (To Monica and with bulging eyes) Why!?
S10,E15,Monica, (looks confused and scared) I don't know why.
S10,E15,Janice," Ooh, that decides it then. I was on the fence. But knowing that you two would be our neighbors? Ah! now we have to get it! (Chandler and Monica are utterly shocked) Ellen, we're going to talk numbers."
S10,E15,Chandler, This can not be happening!
S10,E15,Monica," Okay, the realtor said another couple made an offer. Maybe the Janice's won't get it! Maybe the other couple will."
S10,E15,Chandler," The only way that that is going to happen, is if the other couple are the Hitlers."
S10,E15,Monica," (Thinks a little more) Okay, Okay, (clapping her hands) All right. What if we got both houses? Huh? We can turn this house into a guest house."
S10,E15,Chandler," That is a great idea! And by the way, I don't mean to sound distasteful, but when did you start crapping money!?"
S10,E15,Monica," Okay, you come up with an idea."
S10,E15,Chandler," Alright alright, we still have three hours till escrow closes on our house. We can still get out."
S10,E15,Monica, But we love our house.
S10,E15,Chandler," Will we love it so much with her next door? And she's gonna be louder out here too. Just the crickets and (apes Janice's voice) ""Oh My God""!"
S10,E15,Monica," Okay, but if we don't get this house, she's stil gonna show up wherever we go! I mean, at least if she's here, it eliminates the element of suprise. I mean, never again will you have to hear the three"
S10,E15,Chandler," (looks afraid, but at the same time, knows she's right) Well, we have to do something. We can't have her living next door. (Janice's laughs loudly outside) Oh, that does it too. (Motions with his in"
S10,E15,Ross," (enters) It's me. Ron. (Mr. Zellner looks annoyed) Look, I um, I now Rachel turned you down but I think there is a way you might be able to get her to come back."
S10,E15,Ross, Just hear me out. How would you feel about offering her a raise? (looks hopeful)
S10,E15,Ross, Perhaps I can persuade you. What if you can give your son this (Takes a huge egg out of his back) genuine pterodactyl egg (whispers) replica.
S10,E15,Ross, Huh? So? We have a deal?
S10,E15,Ross, Yes! yes!
S10,E15,Ross," Oh, (grins) Believe me, the ladies, they love it!"
S10,E15,Ross," Good, 'cause the ladies, not so much. (shakes his head, give him a thumbs up and leaves)"
S10,E15,Joey," Oh my God. (Still in shock when his mobile rings, he picks it up) Hello?"
S10,E15,Phoebe," (on the other side of the line, still pretending to be Estelle) Joey, it's Estelle. (Joey's eyes bulge up, he looks afraid)"
S10,E15,Joey, Estelle?
S10,E15,Phoebe," Yeah, I wanted to call and tell you that there's no hard feelings for firing me."
S10,E15,Joey," (still scared) Ok-ay. I just, I can't believe you're calling me?"
S10,E15,Phoebe," Well, I didn't think I should just drop by..."
S10,E15,Joey," No, no, no! (Starts looking around the room, terrified) Don't drop by, don't drop by!"
S10,E15,Phoebe," Anyway, you did what you had to do. I'm okay."
S10,E15,Joey," Can I ask you something? Uhm, what's it like there?"
S10,E15,Phoebe," (Looks around) It's alright. Look kiddo, I gotta go. Good luck with the career. You're gonna be huge."
S10,E15,Joey," Thanks for everything Estelle. Bye. (Hangs up and reads the phone display) ""out of area"". Boy, I'll say."
S10,E15,Janice," Well... I just talked to Sid, we are definitely putting in an offer on the house... a-a-and I'll bet we get it."
S10,E15,Chandler, The Hitlers will be so disappointed.
S10,E15,Janice," All right, I got to run. Tell Monica I say goodbye. And... I'll see you later, neighbor. (Janice laugh)"
S10,E15,Chandler, Wait! I just want you to know that... I'm so happy you're going to be here.
S10,E15,Janice," Oh, me too... (laughs)"
S10,E15,Chandler, Because... that way... we can pick up where we left off.
S10,E15,Janice, Huh?
S10,E15,Chandler, I never stopped loving you.
S10,E15,Janice, Oh... my...
S10,E15,Chandler," Yeah, yeah, yeah! I want you... I need you... I must have you Janice Litman Goralnik Neihosenstein."
S10,E15,Janice," Chandler, what are you talking about?"
S10,E15,Chandler," Now that you live next door, we can be together every day. Sid and Monica never have to know a thing."
S10,E15,Janice," I don't know what to say... I mean, you know, obviously we have this... heat between us."
S10,E15,Chandler, (stunned) Obviously.
S10,E15,Janice," But I love my husband. And I know you love your wife. Now, I don't think we should get this house now."
S10,E15,Chandler, Don't say that. Don't tangle the dream and take it away.
S10,E15,Janice," Chandler, one of us has got to be strong."
S10,E15,Chandler, I understand.
S10,E15,Janice," Although, maybe just... one last moment of weakness... (she kisses Chandler flat on the mouth. Chandler squirms. When she's finished, he looks at her lovingly but uneasily.) Goodbye Chandler Bing. (Sh"
S10,E15,Chandler, (speaking as in pain) They're never coming down now.
S10,E15,Rachel, Hi!
S10,E15,Ross, Hey!
S10,E15,Rachel, You are never going to believe what happened to me today.
S10,E15,Ross, What?
S10,E15,Rachel, Ralph Lauren called again and they offered me more money.
S10,E15,Ross, They did?
S10,E15,Rachel, Yeah. It was the weirdest thing. Zelner called me and he said we'll do everything we can to get you back. And that I should thank some Ron... I don't even know what department that guy's in.
S10,E15,Ross," So, what are you gonna do?"
S10,E15,Rachel," Well, I took it."
S10,E15,Ross, That's great! So you're staying in New York!
S10,E15,Ross," You're excited, right?"
S10,E15,Rachel," (hesitant) Ye-ah. Yeah! You know, the money's great. It's certainly the easier choice..."
S10,E15,Ross, Right!
S10,E15,Rachel," Yeah, you know, was I looking forward to going to Paris? Sure. You know, was I excited about working in the fashion capital of the world? Ooh, absolutely... Oh...! Yeah, but you know, this is... it's"
S10,E15,Ross," Uhm, I hadn't no you... I had no idea you were so excited about Paris. Uhm, I mean, you said you were scared."
S10,E15,Rachel," Well yeah, but I mean, it was good scared though, you know? Like when I-moved-to-New-York scared. Or uhm, when I-found-out-I-was-gonna-have-Emma scared... But this is... fine. This is gonna be good. ("
S10,E15,Ross, (after a long pause) You should go.
S10,E15,Rachel, What?
S10,E15,Ross, It's what you want. You should go.
S10,E15,Rachel, You really think so?
S10,E15,Ross, I really do.
S10,E15,Rachel, But I already told Zelner that I would come back...
S10,E15,Ross, (picks up a skull of some carnivore from his side table and puts it in the same bag in which he brought the pterodactyl egg to Zelner) I'm sure he'll understand.
S10,E15,Rachel, All right. ALL RIGHT! I'm gonna do it. I'm gonna go to Paris.
S10,E15,Ross, Yeah...
S10,E15,Rachel," Yeah! I'm going to Paris. Thank you, Ross!"
S10,E15,Ross," Yeah, yeah, oh! (They hug)"
S10,E15,Rachel," Oh! Oh, I'm so happy."
S10,E15,Ross, Then I'm happy too. (They're still hugging - fade out)
S10,E15,Joey, Thank you all for coming. We're here today to pay respects to a wonderful agent and a beautiful woman... (Joey looks at the photograph) ..inside. As Estelle's only two clients we would like to say a few
S07,E15,Monica," I’m glad you’re here, we have a couple of things to ask you about the wedding ceremony."
S07,E15,Rachel, (starting to cry) Ohh…
S07,E15,Ross, What’s the matter? You okay?
S07,E15,Rachel," Yeah, it’s just y’know…"
S07,E15,Chandler, (To Ross) Monica said wedding.
S07,E15,Monica," Uh, so anyway, we thought one of you could read something during the ceremony."
S07,E15,Rachel, Oh! I would love to read a poem.
S07,E15,Chandler, Do you think you could get through a poem?
S07,E15,Rachel, (crying) It’ll be a short one.
S07,E15,Monica," Okay, so Ross will be doing the reading."
S07,E15,Rachel, Ohhh…
S07,E15,Ross," Okay. Yeah, I guess, I guess I could do that too."
S07,E15,Chandler, Too?
S07,E15,Ross," Yeah, I kind of uh, have something else planned for you guys."
S07,E15,Monica, Do you mind telling us what it is?
S07,E15,Ross," Sorry, I’m kinda keeping this one on the Q.T."
S07,E15,Chandler," Well, whatever it is, I hope it involves winking. (Winks in a spy-type manner.)"
S07,E15,Joey," (entering, excited) Hey!"
S07,E15,Joey," So I just talked to one of the DOOL writers today, and…"
S07,E15,Monica, What is DOOL?
S07,E15,Joey," Days Of Our Lives. Anyway, you’re not gonna believe it! My character is coming out of his coma!!"
S07,E15,Chandler, That’s great!
S07,E15,Joey," And-and-and not only that, I’m gettin’ a new brain!!"
S07,E15,Chandler, So great things are happening at work and in your personal life!
S07,E15,Rachel," Wait, what do you mean you’re getting a new brain?"
S07,E15,Joey," Oh well, they’re killing off one of the characters on the show, and when she dies her brain is being transplanted into"
S07,E15,Ross, What? A brain transplant?!
S07,E15,Joey," (seriously) Yes, it’s a highly controversial procedure."
S07,E15,Ross, It’s ridiculous!
S07,E15,Joey," Well, I think it’s ridiculous that you haven’t had sex in three and a half months."
S07,E15,Ross," (to Monica and Rachel) It’s winter, they are fewer people on the street. (Rachel and Monica smile and nod, knowingly.)"
S07,E15,Monica, Who are they killing off?
S07,E15,Joey," Uh Cecilia Monroe, she plays Jessica Lockhart."
S07,E15,Monica,Rachel and  Noo!!
S07,E15,Monica, She’s my favorite character on DOOL.
S07,E15,Joey, Nice.
S07,E15,Rachel," She is so good at throwing drinks in people’s faces, I mean I don’t think I’ve ever seen her finish a beverage."
S07,E15,Monica, And the way she slaps all the time!
S07,E15,Rachel, Oh!
S07,E15,Monica, Wouldn’t you love to do it just once?! (Raises her hand towards Chandler.)
S07,E15,Chandler, Don’t do it.
S07,E15,Rachel," Cecilia Monroe man, what a great actress."
S07,E15,Joey," Oh, tell me about it. And she’s been on the show forever, it’s gonna be really hard to fill her shoes."
S07,E15,Ross," Yeah-yeah, help me out here, when you come out of the ""brain transplant,"" you are going to be her?"
S07,E15,Joey," Yes, but in Drake Remoray’s body. (Ross laughs unbelievably.) Why is this so hard for you to get? I thought you were a"
S07,E15,Phoebe," (Clears Throat) Rach, so, that guy there. Straight or gay?"
S07,E15,Rachel," (They both look behind them.) Well, I'd have to say gay."
S07,E15,Phoebe, Yeah? Why?
S07,E15,Rachel, Well mainly because he's kissing that other guy.
S07,E15,Phoebe, Oh no not that guy there. That guy right there. (Pointing to an attractive man sitting at a table behind them.)
S07,E15,Rachel, Oh yeah he's too cute to be straight.
S07,E15,Phoebe, (A woman with large breasts walks in the door) Ohh knockers will help us figure it out. (She walks by and he checks
S07,E15,Rachel," All right, straight, and not subtle. (The man gets up and leaves.)"
S07,E15,Phoebe," Ohh, he left his cell phone."
S07,E15,Rachel," Oh, well, we can hand it to Gunther and he'll put it in lost and found."
S07,E15,Phoebe, Or we could use it to call China. See how those guys are doing.
S07,E15,Rachel," What if, um, if he calls his own cell phone to find out who found it and I answer and we start talking and we fell i"
S07,E15,Phoebe, Yeah… That does sound great. I'm going to get the phone. (They both get up.)
S07,E15,Rachel, What? Wait! Why…why do you get the story?
S07,E15,Phoebe, I don't know. I haven't been out on a date in so long.
S07,E15,Rachel," Phoebe, you had a date three days ago."
S07,E15,Phoebe," That wasn’t a date! That was, that was just friends getting together…(quietly) having sex."
S07,E15,Rachel," Okay. Okay, see? I get the phone."
S07,E15,Phoebe, No way! No way! You just broke with Tag a week ago.
S07,E15,Rachel," Yeah! (Breaking up) And until now, I didn’t think I’d love again."
S07,E15,Phoebe, Nice try.
S07,E15,Rachel, Oh hey-hey wait! How do we fairly decide who gets the phone?
S07,E15,Phoebe, I don’t know.
S07,E15,Rachel," Well umm, maybe we could uhh… (Grabs the phone) Ah-ha! Too slow!!"
S07,E15,Phoebe, Ah-ha! Too cocky!
S07,E15,Joey, That was a great scene! And-and-and that slap looks so real! How do you do that?
S07,E15,Joey," Oh anyway, I just wanted to say how wonderful I think you are."
S07,E15,Joey, Say what?
S07,E15,Joey," No. No, I’m Joey Tribbiani; we did a scene together yesterday. I-I’m the guy in the coma!"
S07,E15,Joey," An-an-anyway I-I just wanted to say that since I’m getting your brain when you leave the show, I was wondering if ther"
S07,E15,Joey, (quickly) I don’t know. Why? Did you hear something?
S07,E15,Joey," Oh uh, one of the writers."
S07,E15,Joey, Umm…
S07,E15,Joey, Okay.
S07,E15,Joey," Ms. Monroe… (She slaps him) Oh there you go. (She storms off, leaving Joey standing next to Dina. They share a nod at"
S07,E15,Rachel," No Phoebe! You cannot get the phone that way; that’s not fair! Okay look, I have an idea. Why don’t we, why don’t we"
S07,E15,Phoebe," Or, we can decide by whose ever name is closer to the word phone."
S07,E15,Rachel, I don’t think so.
S07,E15,Phoebe," (handing Rachel the phone) Fine all right, but I’d bet you’d be singing another tune if we were fighting over a ratc"
S07,E15,Rachel," (checking the speed dial) All right, first name on the speed dial is mom."
S07,E15,Phoebe," Ohh, I lost my mom to suicide."
S07,E15,Rachel," Okay no way, you cannot use that to get the cute guy and the last blueberry muffin."
S07,E15,Phoebe, Did I use that already today? I’m sorry.
S07,E15,Rachel, Yes okay. (Checking the speed dial again.) Well now see this isn’t telling us anything. (Reading the speed dial) Joe
S07,E15,Phoebe," Okay, a meat eater. Fine, that’s one for you."
S07,E15,Rachel," (looking at the speed dial) Oh, I win! He’s got Barney’s on his speed dial."
S07,E15,Phoebe," So you don’t know that’s Barney’s the store! That can be y’know his friend’s house, or a bar. Who has Barney’s the s"
S07,E15,Rachel, (showing Phoebe her phone) His new girlfriend!
S07,E15,Monica, What is that?
S07,E15,Chandler, I think it’s the dying cat parade.
S07,E15,Monica, It sounds like it’s coming from across the street.
S07,E15,Chandler, (turning around and looking) Oh my God!
S07,E15,Monica, What?
S07,E15,Chandler, Y’know that thing that Ross was gonna do at our wedding?! He was hanging out with me yesterday and he turned to me
S07,E15,Monica, Nooo!!
S07,E15,Chandler, Yes!!
S07,E15,Monica," No, there is no way! It can not be Ross! (She looks through the window and sees Ross practicing and fumbling around"
S07,E15,Chandler, Why is your family Ross?!
S07,E15,Monica," He cannot play at our wedding! I mean everyone will leave! I mean come on, that is just noise! It’s not even a song!"
S07,E15,Chandler," If you listen very carefully, I think its Celebration by Cool and the Gang."
S07,E15,Rachel, Hi Pheebs!
S07,E15,Phoebe, Hi!
S07,E15,Rachel, How are ya?
S07,E15,Phoebe, Good.
S07,E15,Rachel," Umm Pheebs, remember when we were in the coffee house we decided that I was going to keep the uh, the cute guy’s cel"
S07,E15,Phoebe, Yeah.
S07,E15,Rachel, And remember how I said I was going to keep it in my purse so that if it rang I could just pick it up?
S07,E15,Phoebe, Yeah!
S07,E15,Rachel, And do you remember going into my purse and stealing the phone?!
S07,E15,Phoebe," Ooh, now you lost me."
S07,E15,Rachel, You stole the phone!
S07,E15,Phoebe, No I didn’t!
S07,E15,Rachel," No? So you’re saying that if I called it, it wouldn’t ring?"
S07,E15,Phoebe, No.
S07,E15,Rachel," Umm, okay. But while you dial, let me show you the features of my new ringing handbag. (Rachel dials her phone and P"
S07,E15,Rachel, Phoebe!
S07,E15,Phoebe, That is a different phone.
S07,E15,Rachel," Oh is it?! (She answers the cute guy’s phone.) Uhh, hello? (On her phone) Yes hi, is Rachel there? (On the other pho"
S07,E15,Phoebe, That is damning evidence.
S07,E15,Rachel, Oh my God! I bet that’s him. My digital fairy tale is about to begin. I wonder how I should be? Should I be uh (In a
S07,E15,Phoebe," (on phone) Hello? (Listens) Yes, I’m the one who found your phone."
S07,E15,Rachel, Phoebe! You can’t do th…
S07,E15,Phoebe," (To Rachel) Shhh! I’m on a call! (On phone) Umm well yeah, you can pick it up tonight, say 8:30? At-at my apartment."
S07,E15,Rachel, You do know that I will be here when he comes over.
S07,E15,Phoebe, Oh? And how will you know what time to come over?
S07,E15,Rachel, You just said it!
S07,E15,Phoebe," Oh. Okay, well I-I was kinda hoping that I would just…be alone y’know to think about my mom and her suicide."
S07,E15,Rachel, Oh Phoebe!
S07,E15,Phoebe, What?! That’s the first time today!
S07,E15,Rachel, Ohh! (Exits.)
S07,E15,Joey, So you like the nachos uh? Myself I’m partial to…
S07,E15,Joey, See you in 2003. (She walks away.)
S07,E15,Joey," I’m so sorry. Look, if it was up to me you would never leave the show."
S07,E15,Joey, No I mean it! I can’t believe they would do this to you! And to your fans! I mean they are going to be devastated! Hea
S07,E15,Joey, Joey.
S07,E15,Joey," Uh yeah-ye-ye-ye-ye-ye—l-l-l-l-l-look the-the-the only reason that I, that I came up to you before was because well, I"
S07,E15,Joey, Oh that’s great! Oh thank you so much!
S07,E15,Joey," Hey! Now, I’ve been watching some tapes, how’s this? (In a British accent.) ""Jessica Lockhart will never step foot in"
S07,E15,Joey, Yeah.
S07,E15,Joey, (shocked) I can do an English accent?! That baby’s going on my resume!
S07,E15,Chandler," Well, I feel like a snack!"
S07,E15,Monica, Do you want some shortbread? Eh that’s Scottish like you are.
S07,E15,Chandler, Oh no thanks. I don’t like any thing from my Scottish heritage.
S07,E15,Ross, What?!
S07,E15,Chandler," Well it’s just my entire family was run out of Scotland by…Vikings. Anyway, lots of bad memories. (Makes a few uni"
S07,E15,Ross," Oh well, it sounds to me like your family is ready to uh, rediscover its Scottish roots."
S07,E15,Monica, No! No-no they’re not. They’re still very angry! But y’know Chandler is also half-Swedish. You know what the Swedish
S07,E15,Ross, Well yeah-yeah the Scottish history is so much more…
S07,E15,Monica, (interrupting) You can not play bagpipes at the wedding!!
S07,E15,Ross, How did you know about that?!
S07,E15,Chandler, We heard you play all the way from your apartment!
S07,E15,Ross, Were you the ones called the cops?!
S07,E15,Chandler," That’s not really important right now. What is important is; while we appreciate the gesture, we just don’t feel b"
S07,E15,Ross, Why not?
S07,E15,Chandler, Because we hate them.
S07,E15,Ross, Come on that’s not fair! I mean you haven’t even heard me play!
S07,E15,Chandler, We have heard you play.
S07,E15,Ross," No, you’ve heard my practice. Okay? Just-just give me a chance to perform for you and then decide whatever you want. A"
S07,E15,Joey," Okay! (He scurries out the set door and re-enters, extremely impressed) All right!"
S07,E15,Joey," Okay. Okay. (He goes out and comes back in, glaring at everything.)"
S07,E15,Joey," Oh well—Hey-hey! Maybe, maybe uh, maybe this is a good thing. Y’know? It’ll-it’ll give you a chance to shake things up"
S07,E15,Joey," Hey that’s not true! Look at uh, look at Angela Lansb—Angelina Jolie!"
S07,E15,Joey, Like-like what?
S07,E15,Joey, (impressed) Wow!
S07,E15,Joey," Oh hey come on, don’t-don’t-don’t do this! Umm, look let-let me tell you something, okay? Now when I watch you do a sc"
S07,E15,Joey, You own the room. (She smiles and stares longingly into his eyes.) We should probably get-get uh…
S07,E15,Joey," Yeah-yeah, I noticed that! Is that ‘cause she’s so passionate?"
S07,E15,Joey, Yeah! Okay. (He puts his hands on her face and they kiss.)
S07,E15,Rachel, Hey! Hey!
S07,E15,Rachel,Phoebe and  (simultaneously) Who is it?
S07,E15,Phoebe, Whoa! Why do you get to answer the door?
S07,E15,Rachel, Well why shouldn’t I?!
S07,E15,Phoebe, Because it’s my apartment!
S07,E15,Rachel," Well, then I get to give him the cell phone."
S07,E15,Phoebe, Okay. All right. (Hands her the phone.) Good luck explaining all the calls to China.
S07,E15,Phoebe, (To Rachel) Wow! How long were we arguing for?
S07,E15,Rachel, (laughs) You’re not the man who left the cell phone.
S07,E15,Rachel, Is-is he coming? (Looks hopefully out the door.)
S07,E15,Phoebe," Could you-could you umm, give us one second?"
S07,E15,Rachel, We’ll be right back sir.
S07,E15,Phoebe, Wh-what do we do?
S07,E15,Rachel, I don’t know!
S07,E15,Phoebe, Can you believe this? (Rachel exhales in amazement.) We were waiting for a hot guy and then an even hotter one shows
S07,E15,Rachel, I know! (Realizes what Phoebe said.) What?!
S07,E15,Phoebe," Hmm, they just don’t make ‘em like that anymore!"
S07,E15,Rachel," (turning and looking at Tom again) No-no they do but, you just have to wait."
S07,E15,Phoebe," Rachel, listen—I mean, if you let me have him then I will really owe you one."
S07,E15,Rachel," (fake disappointment) All right. All right Phoebe I will let you have him, but you owe me; you owe me big!"
S07,E15,Phoebe, Yeah! You’re such a great friend!
S07,E15,Rachel, Ohh…
S07,E15,Phoebe, Oh that’d be me. Sir. (Hands him the cell phone.) After you.
S07,E15,Phoebe, (whispering) Nice!
S07,E15,Joey," Actually I rent the whole place and, I just got what you meant. Thank you."
S07,E15,Rachel, Hi.
S07,E15,Joey, Hey!
S07,E15,Rachel," Oh my God! Oh my God!! Ohh, Jessica Lockhart!! In my apartment!! I am such a huge fan! I am such a huge fan!"
S07,E15,Rachel, (screaming) MONICA!!!! MONICA!!!! (Runs to Monica’s.)
S07,E15,Joey," That uh, that is my roommate Rachel."
S07,E15,Joey, (shrugs) Sure. Yep.
S07,E15,Monica," (entering with Rachel) Oh my God! It’s true!! Oh my God you are so amazing! Oh my God, can I just ask you to do me o"
S07,E15,Monica, Would you slap me? Would you slap me right here in the face?! (Points to her cheek.)
S07,E15,Rachel," God. You seem really, really nice."
S07,E15,Joey," Okay, bye-bye."
